Folder,MXD,ServiceName,Type,description,cluster,MinInstances,MaxInstances,instancesPerContainer,maxWaitTime,maxIdleTime,keepAliveInterval,maxStartupTime,isolationLevel,configuredState,recycleInterval,maxRecordCount,maxImageHeight,maxImageWidth,antialiasingMode,textAntialiasingMode,maxUsageTime,RunningStatus,FeatureService,kml,wms,recycleStartTime,capabilities,schemaLockingEnabled,OutputDirectory,serverName,maxDomainCodeCount
Data,CommonLandbase.mxd,CommonLandbase,MapServer,Landbase,default,1,2,1,60,1800,1800,300,HIGH,STARTED,24,1000,4096,4096,None,Force,600,STARTED,false,false,false,00:00,Map;Query;Data,true,D:\arcgisserver\directories\arcgisoutput,dvlbgmapplx001,25000,
EDGIS,CommonLandbase.mxd,CommonLandbase,MapServer,,default,1,2,1,60,1800,1800,300,HIGH,STARTED,24,1000,4096,4096,None,Force,600,STARTED,false,true,false,00:00,Map;Query;Data,true,D:\arcgisserver\directories\arcgisoutput,dvlbgmapplx001,25000,
ETGIS,ETGIS_Landbase_Prod_V07.mxd,ETGIS_Landbase,MapServer,,default,1,2,1,60,1800,1800,300,HIGH,STARTED,24,1000,4096,4096,None,Force,600,STARTED,false,true,false,00:00,Map;Query;Data,true,D:\arcgisserver\directories\arcgisoutput,dvlbgmapplx001,25000,
OMS,dms_FAS_OIS.mxd,dms_FAS_OIS,MapServer,,default,1,2,1,60,1800,1800,300,HIGH,STARTED,24,1000,4096,4096,None,Force,600,STARTED,false,true,false,00:00,Map;Query;Data,true,D:\arcgisserver\directories\arcgisoutput,dvlbgmapplx001,25000,
OMS,dms_FAS_OIS_error.mxd,dms_FAS_OIS_error,MapServer,,default,1,2,1,60,1800,1800,300,HIGH,STARTED,24,1000,4096,4096,None,Force,600,STARTED,false,true,false,00:00,Map;Query;Data,true,D:\arcgisserver\directories\arcgisoutput,dvlbgmapplx001,25000,
OMS,dms_fireadjectiveindex.mxd,dms_fireadjectiveindex,MapServer,,default,1,2,1,60,1800,1800,300,HIGH,STARTED,24,1000,4096,4096,None,Force,600,STARTED,false,true,false,00:00,Map;Query;Data,true,D:\arcgisserver\directories\arcgisoutput,dvlbgmapplx001,25000,
OMS,HFTD.mxd,dms_HighFireThreatDistrict,MapServer,,default,1,2,1,60,1800,1800,300,HIGH,STARTED,24,1000,4096,4096,None,Force,600,STARTED,false,true,false,00:00,Map;Query;Data,true,D:\arcgisserver\directories\arcgisoutput,dvlbgmapplx001,25000,
OMS,PGE_DivDist.mxd,PGE_District_Division,MapServer,,default,1,2,1,60,1800,1800,300,HIGH,STARTED,24,1000,4096,4096,None,Force,600,STARTED,false,true,false,00:00,Map;Query;Data,true,D:\arcgisserver\directories\arcgisoutput,dvlbgmapplx001,25000,
OMS,TomTom_NA_data.mxd,TomTom_NA_data,MapServer,,default,1,2,1,60,1800,1800,300,HIGH,STARTED,24,1000,4096,4096,None,Force,600,STARTED,false,true,false,00:00,Map;Query;Data,true,D:\arcgisserver\directories\arcgisoutput,dvlbgmapplx001,25000,
OMS,TomTom_NA_projected.mxd,TomTom_NA_projected,MapServer,,default,1,2,1,60,1800,1800,300,HIGH,STARTED,24,1000,4096,4096,None,Force,600,STARTED,false,true,false,00:00,Map;Query;Data,true,D:\arcgisserver\directories\arcgisoutput,dvlbgmapplx001,25000,
,Ventyx_Services.mxd,FAS_SUB_AREAS,MapServer,,default,1,2,1,60,1800,1800,300,HIGH,STARTED,24,1000,4096,4096,None,Force,600,STARTED,false,true,false,00:00,Map;Query;Data,true,D:\arcgisserver\directories\arcgisoutput,dvlbgmapplx001,25000,
,TomTom_NA.mxd,TomTom_NA,MapServer,,default,1,2,1,60,1800,1800,300,HIGH,STARTED,24,1000,4096,4096,None,Force,600,STARTED,false,true,false,00:00,Map;Query;Data,true,D:\arcgisserver\directories\arcgisoutput,dvlbgmapplx001,25000,
,TomTom_NA_projected.mxd,TomTom_NA_projected,MapServer,,default,1,2,1,60,1800,1800,300,HIGH,STARTED,24,1000,4096,4096,None,Force,600,STARTED,false,true,false,00:00,Map;Query;Data,true,D:\arcgisserver\directories\arcgisoutput,dvlbgmapplx001,25000,
